251,0.038732,6
252,0.072904,11
253,0.035325,8
254,0.059423,12
255,0.036285,5
256,0.021059,6
257,0.07651,4
258,0.015864,17
259,0.079359,4
260,0.012978,3
261,0.018926,34
262,0.4156,6
263,0.027924,11
264,0.023645,3
265,0.031804,5
266,0.024215,15
267,0.067004,4
268,0.024902,8
269,0.041016,10
270,0.021695,23
271,0.13406,4
272,0.008905,4
273,0.029569,9
274,0.019936,33
275,0.046148,9
276,0.010341,35
277,0.017831,3
278,0.024286,12
279,0.0098001,26
280,0.020261,14
281,0.052533,3
282,0.029526,6
283,0.012357,4
284,0.024783,4
285,0.051458,9
286,0.024376,13
287,0.031762,9
288,0.02128,20
289,0.052766,5
290,0.038996,4
291,0.037142,18
292,0.033614,30
293,0.057928,6
294,0.054787,7
295,0.019811,5
296,0.034456,16
297,0.052904,10
298,0.026081,4
299,0.043505,22
300,0.042929,9
301,0.02069,5
302,0.028522,24
303,0.0077539,19
304,0.020882,11
305,0.023066,7
306,0.019957,6
307,0.038394,12
308,0.017029,14
309,0.017182,24
310,0.04057,20
311,0.010548,57
312,0.051854,9
313,0.026154,15
314,0.017305,7
315,0.02329,11
316,0.00041056,147
317,0.047935,15
318,0.025488,10
319,0.018895,31
320,0.0079097,13
321,0.029158,30
322,0.014096,31
323,0.026934,11
324,0.011209,23
325,0.0044813,71
326,0.0041423,10
327,0.010073,20
328,0.010035,15
329,0.0011906,170
330,0.00926,41
331,0.0085761,3
332,0.0084954,19
333,0.015328,32
334,0.019403,27
335,0.028205,4
336,0.0076646,18
337,0.014095,5
338,0.02216,17
339,0.022265,24
340,0.0045904,14
341,0.035684,13
342,0.019906,8
343,0.046348,7
344,0.0039781,40
345,0.0057673,40
346,0.01913,26
347,0.0064557,5
348,0.0046605,6
349,0.0095552,36
350,0.015086,28
351,0.013326,23
352,0.0097349,30
353,0.010961,35
354,0.0086417,10
355,0.0091587,22
356,0.0036713,50
357,0.0067219,20
358,0.0052514,19
359,0.0036268,17
360,0.026227,4
361,0.017602,9
362,0.071596,6
363,0.0063357,14
364,0.024423,3
365,0.0030818,72
366,0.032131,3
367,0.020447,10
368,0.018024,13
369,0.014095,15
370,0.034561,5
371,0.012641,19
372,0.031522,8
373,0.011823,11
374,0.032584,9
375,0.0032897,64
376,0.01248,11
377,0.012875,7
378,0.0064464,41
379,0.0066812,13
380,0.0049481,11
381,0.14031,3
382,0.066429,28
383,0.013405,62
384,0.17968,6
385,0.47411,3
386,0.001696,237
387,0.31909,4
388,0.056122,36
389,0.21232,3
390,0.24782,16
391,0.00015842,508
392,0.0065207,120
393,0.1426,15
394,0.063046,3
395,0.047754,5
396,0.040899,52
397,0.29279,5
398,0.15039,14
399,0.027935,7
400,0.061735,12
401,0.04656,7
402,0.031679,7
403,0.040806,4
404,0.032316,26
405,0.013745,45
406,0.012458,15
407,0.016225,16
408,0.00043728,68
409,0.00085901,66
410,0.00018512,34
411,0.00094358,58
412,0.0032261,33
413,0.0041462,25
